ks,tak,1998
ks,fum,1998
bush,vad,1999
ks,stf,1999
ks,cj,2000
bsh,bush,2001
koo,bush,2001
bsh,bush,2001
dbo,bush,2001
bush,koo,2001
bush,bsh,2001
bush,koo,2001
bush,bsh,2001
bush,dbo,2001
bush,koo,2001
bush,fler,2001
bush,koo,2001
bush,si,2001
bush,bti,2001
bush,bsh,2001
bush,si,2001
bush,bti,2001
bush,koo,2001
bush,bsh,2001
bush,bas,2001
ks,aza,2001
ks,j,2001
ks,cur,2001
ks,eko,2001
fler,bush,2002
fler,bush,2002
dbo,bush,2002
fler,bush,2002
fler,bush,2002
si,bush,2002
bti,bush,2002
bush,bsh,2002
bush,koo,2002
bush,fler,2002
bush,koo,2002
bush,bsh,2002
bush,bti,2002
bush,si,2002
bush,si,2002
bush,bti,2002
bush,bti,2002
bush,fler,2002
bush,fler,2002
bush,koo,2002
bush,fler,2002
aza,ks,2002
eko,ks,2002
ks,pp,2002
ks,rom,2002
sc,eko,2003
sc,eko,2003
sc,eko,2003
sc,eko,2003
fler,bush,2003
joe,bush,2003
fler,bush,2003
fler,bush,2003
fler,bush,2003
fler,bush,2003
fler,bush,2003
fler,bush,2003
bush,fler,2003
bush,bti,2003
bush,si,2003
ks,ob,2003
ks,sep,2003
ks,eko,2003
ks,aza,2003
sent,bush,2004
aza,bush,2004
cha,bush,2004
bs,bush,2004
sent,bush,2004
aza,bush,2004
bsh,bush,2004
bs,bush,2004
bs,bush,2004
bush,kol,2004
erc,ks,2004
sd,ks,2004
erc,ks,2004
sd,ks,2004
am,ks,2004
aza,ks,2004
mp,ks,2004
ill,ks,2004
sig,ks,2004
ks,bea,2004
ks,ob,2004
ks,bli,2004
ks,erc,2004
ks,capu,2004
ks,sep,2004
ks,pp,2004
ks,sd,2004
ks,meg,2004
ks,erc,2004
eko,sc,2005
kc,sc,2005
pas,sc,2005
man,sc,2005
c,sc,2005
t,sc,2005
sc,ber,2005
sc,eko,2005
sc,eko,2005
sc,eko,2005
sc,eko,2005
sc,eko,2005
sc,eko,2005
sc,eko,2005
sc,eko,2005
sc,eko,2005
sc,ha,2005
sc,fb,2005
sc,c,2005
sc,kao,2005
eko,bush,2005
bs,bush,2005
ch,bush,2005
bs,bush,2005
bs,bush,2005
dbo,bush,2005
ch,bush,2005
bs,bush,2005
bs,bush,2005
eko,bush,2005
ch,bush,2005
bs,bush,2005
dbo,bush,2005
eko,bush,2005
bush,bsh,2005
bush,bsh,2005
bush,kol,2005
bush,eko,2005
bush,sc,2005
bush,bush,2005
bush,bs,2005
bush,bs,2005
bush,bs,2005
bush,bs,2005
bush,bs,2005
bush,bs,2005
bush,bs,2005
bush,bs,2005
aza,ks,2005
aza,ks,2005
aza,ks,2005
aza,ks,2005
aza,ks,2005
aza,ks,2005
aza,ks,2005
aza,ks,2005
aza,ks,2005
aza,ks,2005
aza,ks,2005
aza,ks,2005
aza,ks,2005
erc,ks,2005
sig,ks,2005
sde,ks,2005
sig,ks,2005
am,ks,2005
capu,ks,2005
kaas,ks,2005
sig,ks,2005
am,ks,2005
sig,ks,2005
erc,ks,2005
capu,ks,2005
sig,ks,2005
naz,raf,2006
sc,bush,2006
dbo,bush,2006
ch,bush,2006
ch,bush,2006
bs,bush,2006
kao,bush,2006
kao,bush,2006
kao,bush,2006
kao,bush,2006
kao,bush,2006
kao,bush,2006
kao,bush,2006
bs,bush,2006
eko,bush,2006
dbo,bush,2006
ch,bush,2006
bs,bush,2006
ch,bush,2006
eko,bush,2006
bush,ch,2006
bush,dbo,2006
bush,dbo,2006
bush,dbo,2006
bush,bs,2006
bush,eko,2006
bush,bs,2006
bush,nyze,2006
bush,ch,2006
bush,ch,2006
bush,bs,2006
bush,nyze,2006
bush,dbo,2006
bush,nyze,2006
bush,sc,2006
bush,nyze,2006
bush,eko,2006
bush,bm,2006
bush,eko,2006
kao,eko,2006
kao,bush,2006
kao,eko,2006
kao,eko,2006
am,ks,2006
erc,ks,2006
capu,ks,2006
am,ks,2006
erc,ks,2006
erc,ks,2006
am,ks,2006
erc,ks,2006
capu,ks,2006
sig,ks,2006
erc,ks,2006
am,ks,2006
erc,ks,2006
kaas,ks,2006
sig,ks,2006
capu,ks,2006
capu,ks,2006
kaas,ks,2006
erc,ks,2006
fk,ks,2006
am,ks,2006
am,ks,2006
erc,ks,2006
erc,ks,2006
dez,ks,2006
erc,ks,2006
dez,ks,2006
aza,ks,2006
fk,ks,2006
mcb,ks,2006
dez,ks,2006
erc,ks,2006
jeyz,ks,2006
cha,ks,2006
kaas,ks,2006
fk,ks,2006
erc,ks,2006
wi,ks,2006
kkh,ks,2006
capu,ks,2006
dez,ks,2006
m,ks,2006
dez,ks,2006
ks,ss,2006
ks,fk,2006
ks,dez,2006
ks,jeyz,2006
ks,erc,2006
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
